content,original_id,from,date_created,sentiment,original_sentiment
'!! RT @Philoartspace: @pradewitch: Gak ada yang bandingin bagaimana Prabowo dan Jokowi memperlakukan pekerjanya?','461908030624239617','OfiePariza','2014-05-01 23:40:31','Question','Question'
'!!! ?@frans_surya Ayo @PartaiSocmed @jasmev2014 @JasmevNew2014 RT twitnya pendukung Jokowi yg m\'hina pribumi. Brani? http://t.co/SHlGB5cH8C?','461828727140126720','roses_man','2014-05-01 18:25:23','Other','Other'
'!!! RT @republikaonline \'Pilih Jokowi Sama Saja dengan Memilih Megawati\' http://t.co/VZujJr4a3Y','461864968149692417','Anyer_Fury','2014-05-01 20:49:24','Other','Other'
'!!!@rikolatu: Nonton interupsi di Indosiar  dgn bintang tamu Jokowi... Gak tegas  tidak fokus  tidak terarah? ? https://t.co/dXLjTGLDvP','461903943216295936','_shitinoer','2014-05-01 23:24:16','Other','Other'
'!!@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/4eqQteBwkA','461812973275578368','Apry_pamungkass','2014-05-01 17:22:47','Other','Possibly Positive'
'!!@yulidyna: Outsourcing jaman mrk yg bikin sih :)@inilahdotcom: Jokowi dan Megawati Jadi Bahan Sindiran Buruh http://t.co/cHnubg5Fi3','461898031122894848','MSyadid','2014-05-01 23:00:46','Other','Other'
'# May Day  Jokowi Blusukan Kunjungi Buruh Sakit di Jakut - Calon presiden PDIP Joko Widodo memanfaatkan momen Hari... http://t.co/s0Fz7OVKVp','461783590796558336','Onecer','2014-05-01 15:26:02','Other','Possibly Positive'
'# Puluhan Buruh Perempuan Geruduk Rumah Dinas Jokowi - Puluhan buruh perempuan yang tergabung dalam Komite Aksi Pe... http://t.co/T9BPAEniqU','461707665287413760','Onecer','2014-05-01 10:24:20','Other','Other'
'#1 Perjalanan religius #Jokowi ke Tanah Suci bersama keluarga http://t.co/RisOywhWmi','461838887594127361','SohibJokowi','2014-05-01 19:05:46','Other','Other'
'#2 Perjalanan religius #Jokowi ke Tanah Suci bersama keluarga http://t.co/rU0brQJWXB','461839047787163648','SohibJokowi','2014-05-01 19:06:24','Other','Other'
'#3 Perjalanan religius #Jokowi ke Tanah Suci bersama keluarga http://t.co/W5ofMWfg0V','461839398099640320','SohibJokowi','2014-05-01 19:07:47','Other','Other'
'#4 Perjalanan religius #Jokowi ke Tanah Suci bersama keluarga http://t.co/jj4S261O1I','461839452256485377','SohibJokowi','2014-05-01 19:08:00','Other','Other'
'#5 Perjalanan religius #Jokowi ke Tanah Suci bersama keluarga http://t.co/uXbYS57R2q','461839545948848128','SohibJokowi','2014-05-01 19:08:23','Other','Other'
'#6 Perjalanan religius #Jokowi ke Tanah Suci bersama keluarga http://t.co/apfswxEpIH','461839623690268672','SohibJokowi','2014-05-01 19:08:41','Other','Other'
'#69 RT @kurawa: kalo #SAPI kode apa? @Fahrihamzah: kenapa yang bertanda #99 dan #BEJO itu milih jokowi-? Kode apaitu?','461886320936116224','ryan_nus','2014-05-01 22:14:15','Question','Question'
'#AA :  Buruh Tak Yakin Jokowi Hapus Sistem Outsourcing http://t.co/vAqx4Jvik8','461858755101986816','ArvandPutra','2014-05-01 20:24:42','Other','Other'
'#AA :  Gubernur Jokowi Dinilai Belum Berpihak ke Buruh http://t.co/9klLtNgSgR','461819803121242112','ArvandPutra','2014-05-01 17:49:55','Other','Other'
'#AA :  Hari Buruh  Prabowo Empati dan Jokowi Simpati http://t.co/lkt060g8wG','461819806115586048','ArvandPutra','2014-05-01 17:49:56','Other','Other'
'#AA :  Jokowi dan Megawati Jadi Bahan Sindiran Buruh http://t.co/coz2GuK7Te','461889966176346113','JerryFadlika','2014-05-01 22:28:44','Other','Other'
'#AA :  May Day  Jokowi Besuk Tiga Orang Buruh yang Sakit http://t.co/m7KJSJcs74','461819763396988929','JerryFadlika','2014-05-01 17:49:46','Other','Possibly Negative'
'#AA :  Prabowo Didukung Sejumlah Relawan Jokowi http://t.co/WDsGv8dHvf','461882147398111233','JerryFadlika','2014-05-01 21:57:39','Other','Other'
'#AA :  Relawan Jokowi Balik Arah Dukung Prabowo http://t.co/dGEm8ENIF2','461772047052312576','ArvandPutra','2014-05-01 14:40:09','Other','Possibly Negative'
'#AA :  Ryamizard Belum Mau Ganggu Jokowi http://t.co/pNMjJBfxPu','461585448905998336','ArvandPutra','2014-05-01 02:18:41','Other','Other'
'#aburizalbakrie Ada Demo May Day  Jokowi Kunjungi Buruh yang Sakit ? http://t.co/L1NgzZw8h1','461793624456695808','AkunGueLoh','2014-05-01 16:05:54','Other','Possibly Positive'
'#aburizalbakrie Cak Imin: Saya Bukan Cawapres Jokowi http://t.co/ZBeIzonCpn','461570760885411840','AkunGueLoh','2014-05-01 01:20:19','Other','Other'
'#aburizalbakrie Dahlan sebut ide Jokowi hapus subsidi BBM rasional http://t.co/TmIqf1TcKt','461799334380855296','AkunGueLoh','2014-05-01 16:28:35','Other','Possibly Positive'
'#aburizalbakrie Janji Jokowi di Hari Buruh http://t.co/3j1S7IXSMh','461748976661069824','AkunGueLoh','2014-05-01 13:08:29','Other','Other'
'#aburizalbakrie Janji Jokowi Wujudkan Tiga Layak Bagi Buruh http://t.co/ws1qZtrK6R','461715759455293441','AkunGueLoh','2014-05-01 10:56:29','Other','Other'
'#aburizalbakrie Jokowi Kembali Kenakan Kemeja Kotak-kotak http://t.co/cgmpHUgPE9','461765180192743425','AkunGueLoh','2014-05-01 14:12:52','Question','Question'
'#aburizalbakrie NasDem Ungkap Rahasia Pendamping Jokowi http://t.co/50dXeoz0u9','461787772542783488','AkunGueLoh','2014-05-01 15:42:39','Other','Possibly Negative'
'#aburizalbakrie NasDem: Jokowi itu Produk Lokal http://t.co/Dmtp0kGrI6','461670944562774016','AkunGueLoh','2014-05-01 07:58:25','Other','Other'
'#aburizalbakrie PDIP: Koalisi ramping Jokowi bukan kontra koalisi gemuk http://t.co/78mKpVTRsS','461806606494482432','AkunGueLoh','2014-05-01 16:57:29','Other','Other'
'#aburizalbakrie Setuju Jokowi  Ketua MPR sebut RI perlu revolusi mental http://t.co/QCbDogP5Dq','461570757089583104','AkunGueLoh','2014-05-01 01:20:18','Other','Other'
'#aburizalbakrie Tengok buruh sakit  Jokowi sindir demo hura-hura http://t.co/l5wJaTiUrJ','461795325792243712','AkunGueLoh','2014-05-01 16:12:40','Other','Other'
'#AchR1zkyF_News Jokowi Cuma Mau Pasang Telinga di Musrenbangnas: Acara yang selalu diawali oleh pid... http://t.co/o5YPUo8PXJ #AchR1zkyF','461650975330033664','Officiall_R1zky','2014-05-01 06:39:04','Other','Other'
'#AchR1zkyF_News Jokowi: Sudah Betul Itu Ganjar Marah  Masa Beri Hadiah: Gubernur Jawa Tengah Ganjar... http://t.co/MYQIJK67bm #AchR1zkyF','461718394824183808','Officiall_R1zky','2014-05-01 11:06:58','Other','Possibly Negative'
'#AchR1zkyF_News Kondisi Ini Bisa Bikin Jokowi Sport Jantung: Partai Gerindra belakangan ini kerap m... http://t.co/JFom0ZPO3R #AchR1zkyF','461829030170226688','Officiall_R1zky','2014-05-01 18:26:35','Positive','Positive'
'#AchR1zkyF_News KSPI: Bertemu Jokowi Seperti Sua dengan Malaikat Izrail: Buruh dari Konfederasi Ser... http://t.co/8qWvUm9cmW #AchR1zkyF','461856526236282881','Officiall_R1zky','2014-05-01 20:15:51','Positive','Positive'
'#AchR1zkyF_News Prabowo Dapat Dukungan dari Relawan Jokowi: Isu pelanggaran HAM kerap menerpa capre... http://t.co/3WeQ1MjF8l #AchR1zkyF','461878035071762432','Officiall_R1zky','2014-05-01 21:41:19','Other','Other'
'#AchR1zkyF_News Slank: Mahfud MD Paling Cocok Dampingi Jokowi: Personel Grup Band Slank  Bimbim ber... http://t.co/s9oN8FaNb4 #AchR1zkyF','461585192608464897','Officiall_R1zky','2014-05-01 02:17:40','Other','Possibly Positive'
'#AchR1zkyF_News Survei: Ryamizard Tepat Jadi Cawapres Jokowi: Pasca-Pileg 9 April 2014 berujung mar... http://t.co/Y1YnDRsyVt #AchR1zkyF','461837458343075840','Officiall_R1zky','2014-05-01 19:00:05','Other','Other'
'#AdityaRamadana Bertemu Buruh Perempuan  Jokowi: Semoga Saya Bisa Perjuangkan Hak Mereka http://t.co/rBrrhxWpJI','461717665841561601','Reinayg721','2014-05-01 11:04:04','Other','Possibly Positive'
'#AdityaRamadana Demo di Istana  Guru Honorer Minta Agar Jokowi atau Prabowo Jadi Presiden http://t.co/35U2Oi7cf8','461740948653756416','Reinayg721','2014-05-01 12:36:35','Other','Other'
'#AdityaRamadana Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/x3kOFAtw0S','461808320001482752','Reinayg721','2014-05-01 17:04:18','Other','Possibly Positive'
'#AdityaRamadana Jokowi: Kalau Ada Dialog  Buruh Nggak Perlu Demo Tuntut Kenaikan UMP http://t.co/93EMB2ybCx','461748745319624706','Reinayg721','2014-05-01 13:07:34','Question','Question'
'#AdityaRamadana May Day  Jokowi Blusukan Kunjungi Buruh Sakit di Jakut http://t.co/DMN0aJvodZ','461772088676593664','Reinayg721','2014-05-01 14:40:19','Other','Other'
'#AdityaRamadana Puluhan Buruh Perempuan Geruduk Rumah Dinas Jokowi http://t.co/gtFADrX5qb','461713913503965184','Reinayg721','2014-05-01 10:49:09','Other','Other'
'#AHAY Buruh KSN: Jokowi  Ical dan Prabowo Tak Pro Buruh http://t.co/ymT60Am2Ck','461768165102346240','Ahay_Indo','2014-05-01 14:24:44','Other','Other'
'#AHAY Jokowi Ingin Hapus Subsidi BBM dalam 4 Tahun  Dahlan Punya Terobosan http://t.co/YPoPqgHkpE','461829716953952256','Ahay_Indo','2014-05-01 18:29:19','Other','Other'
'#AHAY Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/eFg7tSZT4Q','461799100879368192','Ahay_Indo','2014-05-01 16:27:40','Other','Possibly Positive'
'#AHAY KSPI Dukung Prabowo  SPI Sokong Pencapresan Jokowi http://t.co/gplJyRlVcW','461768163856629760','Ahay_Indo','2014-05-01 14:24:44','Other','Other'
'#AHAY PKB Merapat ke Jokowi  Gerindra Yakin Pencapresan Prabowo Tetap Aman http://t.co/iZcj1onyHc','461845134640832512','Ahay_Indo','2014-05-01 19:30:35','Other','Other'
'#AHAY Prabowo Beraksi di GBK  ke Mana Jokowi? http://t.co/ij2q50feiO','461852626175270912','Ahay_Indo','2014-05-01 20:00:21','Question','Question'
'#AHAY Soal Kemeja Putih  Dahlan Iskan: Saya Bangga Ditiru Pak Jokowi http://t.co/T0fjK7brFn','461814612438953985','Ahay_Indo','2014-05-01 17:29:18','Other','Other'
'#AHOK Bersedia Dipinang #JOKOWI Jadi Cawapres Asal Izin #PRABOWO..http://t.co/059pPuQg7q','461670162559553536','Politik10Menit','2014-05-01 07:55:18','Other','Other'
'#Ahok di pilgub : kalo saya lebih pintar dari pak Jokowi  saya yg jadi Gubernurnya! @basuki_TP','461845818308571137','Hany_utanatesya','2014-05-01 19:33:18','Question','Question'
'#AhokCawapres #JokowiAhokAja RT @detikcom: PKB: Cawapres Kami Serahkan ke Ibu Mega dan Jokowi http://t.co/7ajV4OewVs','461630082558066688','TJINHAN_LIE','2014-05-01 05:16:03','Other','Other'
'#AhokCawapres #JokowiAhokAja RT @detikcom: Seberapa Kuat Poros PDIP-NasDem-PKB Menyokong @jokowi_do2 ? http://t.co/qnpOgjdihP','461705973267054593','TJINHAN_LIE','2014-05-01 10:17:36','Other','Possibly Negative'
'#Ahokcawapres @obie_maulana: #JokowiAhokAja @AnjarGRT @detikcom: Ada Baju \'Galau\' Jokowi-Ahok Jangan Dipisahkan http://t.co/QxIcZM23DW','461716673498578944','reinhardmanru','2014-05-01 11:00:07','Other','Other'
'#AhokCawapres RT @AnjarGRT: Betapa sayangnya Ahok ke Jokowi. http://t.co/eVYE6eFele #jokowiahokaja','461663633554952192','TJINHAN_LIE','2014-05-01 07:29:22','Question','Question'
'#akurapopo #akuudahbiasa RT @kompascom: Jokowi Prihatin Nasib Petani Indonesia http://t.co/0YRH47F7gP','461865492664172544','ADHXXT','2014-05-01 20:51:29','Other','Other'
'#akurapopo itu istilahnya jokowi toh  trs dijadiin lagu sm Jupe','461622342930542592','ryobite','2014-05-01 04:45:17','Other','Other'
'#akurapopo...  @ManaloeRIO: Kalau Jomblo? :p RT @NovenStjK: Aku tanpamu bagaikan jokowi tanpa ahok :) @jokowi_do2 @basuki_btp','461773886632103936','MarcellaLarry','2014-05-01 14:47:28','Question','Question'
'#akuratrimo RT Muhaimin Pasrahkan Pendamping Jokowi Kepada PDIP http://t.co/ZWPuwpkK1w','461635115295059968','dwihamas','2014-05-01 05:36:02','Other','Possibly Negative'
'#akutanpapubagaikan @jokowi_do2 @basuki_btp','461709529491595264','afriadyciedyt','2014-05-01 10:31:44','Other','Other'
'#AnakMudaKepo sby / jokowi / roma irama ?','461813519587889152','AnakMudaKepo','2014-05-01 17:24:57','Other','Other'
'#anismatta Jokowi-Prabowo by @Fahrihamzah','461658003012214785','hendraiman1','2014-05-01 07:06:59','Other','Other'
'#Antara | Jokowi datang ke rumah buruh: Gubernur DKI Jakarta Joko Widodo (Jokowi) menjenguk dua buruh pabrik y... http://t.co/hMYd1m9lQS','461802353067192320','LintasanMedia','2014-05-01 16:40:35','Other','Other'
'#AntaraNews Jokowi datang ke rumah buruh: Gubernur DKI Jakarta Joko Widodo (Jokowi) menjenguk dua buruh pabrik... http://t.co/3GQYKleNPY','461801868209819649','sharing_ai','2014-05-01 16:38:39','Other','Other'
'#antaranews Jokowi terima buruh perempuan di rumah dinas: Gubernur DKI Jakarta Joko Widodo (Jokowi) menerima k... http://t.co/zUBfakjG0o','461725375471443968','Jurnalis_ID','2014-05-01 11:34:42','Other','Other'
'#antaranews Soal demo di Hari Buruh  ini tanggapan Jokowi: Gubernur DKI Jakarta menilai sebaiknya dana untuk d... http://t.co/Bn2ujq2gZL','461725669286625281','Jurnalis_ID','2014-05-01 11:35:52','Other','Possibly Positive'
'#antiPDIP; konspirasi Jokowi Gubernur Jakarta untuk menjadi Capres @TrioMacan2000 @Gerindra @Prabowo08 @PKSejahtera @Metro_TV @tvOneNews','461889510070972416','BMRevolusi','2014-05-01 22:26:55','Other','Other'
'#ApaAja Buruh KSN: Jokowi  Ical dan Prabowo Tak Pro Buruh http://t.co/4qPQKrK1Jf','461780463795712000','jktlagi','2014-05-01 15:13:36','Other','Other'
'#ApaAja Jokowi Ingin Hapus Subsidi BBM dalam 4 Tahun  Dahlan Punya Terobosan http://t.co/OhsqmZNJs3','461826317973868544','jktlagi','2014-05-01 18:15:49','Other','Other'
'#ApaAja Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/cjhh1ZQVFZ','461795642340163584','jktlagi','2014-05-01 16:13:55','Other','Possibly Positive'
'#ApaAja KSPI Dukung Prabowo  SPI Sokong Pencapresan Jokowi http://t.co/6jqqoRYouJ','461780402546278400','jktlagi','2014-05-01 15:13:22','Other','Other'
'#ApaAja PKB Merapat ke Jokowi  Gerindra Yakin Pencapresan Prabowo Tetap Aman http://t.co/KYNPEPmDrp','461842170039648259','jktlagi','2014-05-01 19:18:48','Other','Other'
'#ApaAja Prabowo Beraksi di GBK  ke Mana Jokowi? http://t.co/fT2KALYX5k','461857114533543938','jktlagi','2014-05-01 20:18:11','Question','Question'
'#ApaAja Soal Kemeja Putih  Dahlan Iskan: Saya Bangga Ditiru Pak Jokowi http://t.co/xHpzYyVD1i','461826283790299136','jktlagi','2014-05-01 18:15:41','Other','Other'
'#ApaAjaNews Buruh Jawa Timur Dukung Jokowi http://t.co/iGfsJFBX5w','461619650036367360','PekanbaruYuk','2014-05-01 04:34:35','Other','Other'
'#ApaAjaNews Cak Imin jadi Cawapres Jokowi? http://t.co/mve11G9r45','461673658440626176','PekanbaruYuk','2014-05-01 08:09:12','Other','Other'
'#APKLI Pemerintahan Foke Lebih Baik Ketimbang Kepemimpinan Jokowi http://t.co/tkOSGb6fnL','461735166424014850','zonanews_','2014-05-01 12:13:36','Other','Possibly Positive'
'#arektv Buruh Tidak Yakin Jokowi Hapus Outsourcing http://t.co/KQ7PeR64K1','461873249635155969','NewsATV','2014-05-01 21:22:18','Other','Other'
'#arektv Demo ke Grahadi  Pekerja Gang Dolly Pakai PIN Jokowi http://t.co/PYan8ZNJiD','461837452437495808','NewsATV','2014-05-01 19:00:03','Other','Other'
'#arektv Jokowi terima buruh perempuan di rumah dinas http://t.co/6eTvg59d1c','461718528370814976','NewsATV','2014-05-01 11:07:30','Other','Other'
